SaleAmount_2024,Total Enrollment
159069,16446
387378,22371
665539,22534
259445,22371
326963,26149
76707,24297
266440,23907
222868,20794
990260,22813
276218,16446
152399,23732
201449,16379
293218,22371
968618,22813
338859,15529
419561,23898
205903,25944
410381,20262
378565,26026
140858,20794
278798,24297
147218,20448
605979,23464
251966,17168
544655,22534
192398,21691
373687,23464
784226,23898
499267,22534
160843,19724
247083,25944
193054,23907
331286,21691
224750,22071
139939,16889
202591,23898
136793,20262
369336,22071
405183,23898
289327,22371
120948,17606
201846,24297
204416,15903
499029,20794
17717,17444
272331,23732
298983,24355
204076,17662
186239,19724
321141,22071
220903,9011
190451,21536
237017,21536
334598,16985
248614,20810
217129,19711
532881,23907
193858,19724
86308,24391
429466,25018
443946,23732
516833,23732
119355,22813
284619,26149
877338,25018
125081,23883
332845,22534
354850,22371
970000,26470
289583,25018
12998,16446
131169,20810
393615,26026
431007,24639
346933,16889
195283,26026
289423,26026
195111,23464
228642,16985
254741,16531
211481,8597
170588,16452
154617,17034
225153,23732
444385,23464
158833,23883
350219,22071
217893,20262
581538,23898
865313,25018
197254,15529
329629,24355
607889,24360
351205,21446
151837,20448
340843,22371
288356,25018
387435,24355
405192,26026
150473,20262
55766,16985
186551,20810
529184,22071
653742,25944
195260,23464
272693,21133
522489,23464
137546,23898
244168,21536
269074,26149
437608,26026
377116,23907
217735,22371
162202,14382
219499,23464
415213,24355
196873,17662
233107,16379
598940,24360
72886,23732
431751,21691
125858,17034
411448,24355
251255,14382
489082,24391
343643,23883
442691,25944
911209,26149
397563,23732
281091,24639
243115,26026
257971,23883
270977,19711
221455,20794
304698,23907
170204,22534
170487,21446
206809,19867
171237,22813
116443,17662
79091,20794
67073,19867
369497,22071
595091,24360
194554,22813
242069,22534
263049,22813
502923,25642
220329,17034
140811,17034
442971,21133
424878,23883
179028,17168
276698,14382
177921,25018
645301,21536
205287,19724
1224033,20794
557815,26149
287927,22371
390513,24297
466567,25642
237435,20262
400347,17034
1080851,21133
209909,16889
270532,17168
930299,23732
16828,16179
202223,16531
140179,16379
208259,16531
80797,23464
358036,23883
242923,20794
327980,19789
383597,21446
72451,15903
350288,23898
133791,19789
648346,25642
176716,22071
128520,22071
587529,26026
425725,22071
365072,19724
192488,20262
492095,24639
216740,17034
409769,24639
232566,20794
386068,25944
204759,20448
279136,22534
165886,16889
489776,24355
207144,20794
103919,20448
582788,22813
60722,16985
299247,20810
95473,21446
263574,21446
229618,20262
259297,17662
311272,22371
667899,23898
424908,19867
233454,22371
223283,17662
388160,23898
291194,23883
136831,21691
185887,16985
209519,19724
313542,24360
620846,23898
302023,22071
127247,17662
166,21691
287419,23898
444884,26149
105693,19789
590328,22371
479912,24360
519889,25642
252642,19867
361792,20448
341984,20262
344555,23732
259224,19711
534340,25642
486311,24360
224873,24639
199043,19724
136163,22534
333794,15903
461862,20448
384833,25944
9660,7873
194288,19867
255127,19711
123763,19711
235352,14382
398553,17606
253238,21691
135058,12907
231416,15529
556589,23732
408491,22534
509205,26149
251524,19867
323189,23464
336655,23464
864279,26149
217920,17444
464000,23898
278937,24297
647057,22813
209203,24297
403097,22371
103572,20794
117343,17034
389173,23464
979439,22813
31393,21536
582934,22813
463077,26026
216198,22534
677661,22813
370461,26026
499006,22813
235985,19789
177921,25018
355157,23732
320225,23898
404787,26026
326101,20810
94277,20810
198781,23732
331324,17662
306981,19789
450854,22534
176881,26149
119613,19867
812097,12907
405183,23898
243865,20794
231744,24639
307125,22534
430173,23883
608902,26149
221463,17444
555545,19724
250456,20794
404908,21446
245074,19724
258013,16889
361464,22071
315031,25944
327740,20810
278957,12351
228391,16179
263821,19867
257679,25018
359900,26470
13805,17034
320613,22813
213109,21446
256105,24639
423703,20794
158915,9011
206682,24360
456660,21691
60796,19711
668000,26470
235602,23883
232117,21133
48304,7873
230284,19867
403015,21133
312149,24391
723490,26026
245944,16985
521101,25642
190754,16531
374249,25018
169835,20025
203298,22813
667102,21536
644199,25018
460452,24639
113225,19724
65518,23883
122857,24360
281282,16179
364654,23883
220101,19724
291696,20794
231912,23732
293374,22371
303887,23898
195416,19711
424760,24639
209506,20810
181779,25642
316820,15529
184099,24297
124019,17444
410981,26026
393594,22071
154976,12351
192442,20448
172040,16531
346366,23898
373694,22534
288726,23898
347456,24360
106841,20025
4999,19789
250963,22371
262095,16889
646536,25944
1337481,25018
141149,21691
742119,23732
146599,16452
318866,24355
498091,21691
464972,19789
251158,22813
339831,23898
189988,19789
300596,20810
293001,21536
167425,20448
547990,20794
247814,23732
650643,24360
152661,14382
383787,23464
374461,21691
14144,16420
48771,12907
251345,19867
523217,21536
498036,22371
390275,23732
217460,20448
152773,21691
142854,16889
446467,20448
181793,23464
508610,22813
236840,16464
160306,22813
176960,19711
30012,12907
165085,15903
340123,21446
625385,17444
179072,15529
284576,23883
833351,24355
294346,24360
321644,24355
201163,16889
179466,17034
157300,12351
375923,22071
402589,24639
269105,15903
195601,15529
153058,16889
193271,17034
185971,12351
233237,23732
209968,21133
381966,17606
329893,16985
456504,23464
196056,23898
73995,19789
303644,20025
468175,17662
224234,16420
265637,23898
32547,21691
183028,16985
248614,20810
136935,24360
441789,17168
537688,22534
48041,19724
104563,23898
445712,26026
225932,20025
324284,23883
499718,24639
207336,16985
1876317,20448
306065,23907
639645,23464
320778,24297
332926,20448
198216,20448
830681,22813
231116,21133
457490,21691
513443,22371
251663,16985
282718,16446
628245,22534
637480,16464
172864,17662
634908,19724
272971,24639
312189,21691
383787,23464
1595783,22813
313930,21536
307908,20448
138516,22371
173018,16985
144547,19724
230158,21446
151773,19711
390806,23898
153846,19789
161990,19789
154862,23883
289829,21446
179878,23883
133922,19867
190946,21446
207378,9011
344305,24355
299018,17034
328115,20448
486327,23883
464099,22371
163899,21133
527160,25642
507591,23464
975530,26149
236607,24297
361783,23732
435879,24639
236052,17168
300620,23898
511463,21446
225013,23883
612562,25944
240412,16179
382038,26026
208632,24639
122760,10852
579745,22371
301829,19867
930000,26470
990260,22813
221906,26149
296790,24355
297469,20025
544116,26026
181680,17168
452495,24355
249009,22071
652807,23464
97711,16985
295211,26026
144904,16379
271964,24297
136934,12907
312199,24639
185305,23883
88594,21133
150310,23898
242298,20810
145138,17606
154976,12351
191923,23883
241515,20448
348811,21536
607917,26026
321364,23732
691074,24360
341787,20794
198541,23883
431295,24355
171743,14382
127309,17168
404179,22813
265783,21133
94352,21133
414455,22071
472626,25642
719792,24360
36013,17662
219845,15529
69478,20025
424758,24639
222557,19711
145850,16985
837147,21536
246377,23898
322152,21691
88839,10852
286419,21446
437621,22071
93214,20794
552069,22534
247809,16889
274255,16420
498174,21691
804110,24355
142044,20025
333114,21133
132528,17034
190654,13732
287954,21446
160112,17606
649022,23907
175087,17606
959460,24639
162197,21536
277236,19867
173652,24639
86535,20810
358698,23883
500922,22813
156280,19867
152493,17444
218149,17168
187431,25018
1192424,26026
492438,20794
241917,22813
54654,23907
214173,26026
24009,17662
200813,22071
146599,16452
604646,22371
110817,21446
224729,19711
38488,20448
286830,23464
273269,20810
200046,21133
367361,16464
87994,19789
153831,17168
1,20448
324568,24355
229625,19724
463282,25944
161963,21446
223283,17662
360618,16179
249984,19789
122704,25018
417158,24391
378233,22534
170209,24360
393528,24639
344887,25944
962214,20448
256799,22371
371970,22371
581694,25642
218395,23883
169870,25944
157131,23907
83853,9011
346027,25018
449788,22371
331063,24639
171663,25018
432635,25642
265074,22071
268148,23907
372507,23898
979439,22813
394098,25642
304336,23464
127525,20810
295839,22813
430975,20448
690762,25642
1736540,26026
200397,20810
690114,24360
149629,16379
377575,24639
316725,23732
532771,24297
295708,22371
767286,22371
423621,22534
152029,20448
214486,16985
26226,15179
528512,21446
269090,22071
384319,19711
119314,20448
180795,22534
193831,10852
93874,17034
280145,22371
184276,21133
198541,23883
195601,15529
289668,23907
204830,22071
215107,21133
417158,24391
523277,26026
582479,22534
402998,24360
246985,19789
236039,23907
29175,17168
462513,23907
195256,24297
302965,25642
226899,16464
272083,17444
450899,23907
393362,22534
499021,26149
232281,23907
873870,22534
492581,23732
376005,16464
540117,22534
1286895,25944
251219,26026
82173,20448
236052,17168
86505,15529
285911,24297
605021,22534
129008,24297
653742,25944
349947,21133
441821,24639
265042,23732
313930,21536
222869,16379
264425,22371
336655,23464
381460,26026
282297,21691
275528,21133
165715,20794
222246,22813
501701,26149
622345,23898
334598,16985
152605,21536
349760,22813
139529,20262
348403,26149
700000,26470
45646,22534
290220,25944
378233,22534
108262,20262
149526,21133
336655,23464
179446,20810
127754,23907
257679,25018
574914,22534
119467,21536
496353,23883
386213,24639
186257,23907
75250,16985
220198,17444
175877,20262
161731,17444
484138,22534
148167,16420
139039,20448
41859,17662
429466,25018
627018,25642
268287,22071
250725,16889
321842,23464
370139,8597
448703,23883
441790,22071
305461,23732
160306,22813
224117,17168
1343755,24360
164001,22534
138315,20794
109309,23907
385133,23464
137513,23883
468841,21446
1158987,24297
186455,7873
210607,7873
272780,21446
201825,22534
227936,23732
118463,15529
17886,19867
54098,9011
114682,12351
224105,16531
27512,19724
213787,9735
13822,17606
163899,21133
203732,16531
496275,24391
248856,24391
548441,24639
262784,19789
862014,24639
205241,16531
158515,19724
1457734,23732
426893,22071
204054,21536
122835,23907
750408,26149
237289,17606
325000,26470
214402,26149
41885,16452
9770,20262
249009,22071
669185,25944
312599,20794
498174,21691
433597,22071
548958,23898
284034,22813
333375,22813
1073666,25018
332208,19711
165201,7873
862371,22534
408491,22534
351835,23464
523856,26026
254836,16179
242977,17444
298753,22813
347891,21691
160975,19867
301000,26026
120881,12351
455604,26149
351461,24297
768797,20810
482466,24355
521495,25018
688231,26149
418084,26149
236788,25944
54937,21536
514652,20025
288003,24297
376639,22371
143468,23907
339138,24360
242029,21691
113363,21536
189988,19711
17206,23883
154277,15529
255138,26149
109651,24355
248628,22371
143522,21133
166565,19867
422839,23464
495528,20810
240090,17662
474654,26026
298172,23732
170917,21536
158857,22534
177188,21133
371665,24639
127245,25642
552219,26026
235585,19789
27011,12907
201993,23464
195894,23883
432189,16464
257025,16452
166694,20810
462931,25642
271536,23732
285688,24355
402004,26149
356403,12907
265606,16531
127728,23883
296185,23732
173541,19724
499718,24639
199852,23907
261608,21536
296140,21536
189186,20025
414454,26026
510303,21133
353064,13732
167823,17662
258496,15903
419156,26149
64731,24391
327701,22534
227348,12907
223151,15529
150934,9735
487268,21133
240553,20448
352691,26149
430564,24355
435014,22813
351316,19724
276057,23464
202462,25018
266000,26470
453120,24391
306788,26026
262551,21446
230284,19867
174688,24360
285589,23898
229986,19789
153474,20794
240553,20448
214961,20262
59004,22534
253984,19789
169481,20794
435746,22813
214486,16985
177307,21446
208726,23464
492019,26026
528867,22813
96039,20794
622545,22371
334617,22371
214767,15903
20734,17606
349376,24360
264721,23883
352162,25018
431632,24639
283535,23883
181793,23464
224983,21536
108743,17168
226447,20025
214879,24639
198257,17168
633941,22813
191965,24360
683120,17444
1156687,22071
404925,25018
197370,19711
224178,21691
251150,20025
846638,17606
198322,26149
299714,24355
229957,16379
658669,22071
338830,22813
1590602,25944
236704,20448
238889,17662
342399,22371
90578,20025
276893,22813
199328,20262
214778,22371
319941,24360
376566,24297
442330,25642
321486,25018
441001,24639
332272,22813
167865,26026
82857,20794
523217,21536
990260,22813
373631,21691
216094,16464
246773,17444
288356,25018
238215,20794
496940,24355
388604,24355
129570,21446
185985,21691
238090,19724
201494,20794
1660000,26470
451369,17662
146599,16452
328036,19724
120104,17034
149990,19789
122971,20810
171969,20262
137926,20025
168554,16464
284281,21536
495852,25018
389920,22813
166557,21133
355843,25018
366549,21446
485969,22071
395201,22071
282132,21691
217377,24639
287154,22534
129221,10852
764077,26026
715254,24391
17436,21691
248741,21446
202064,20448
34881,21536
641999,22371
431941,17168
311992,21446
25738,16985
179694,17606
519217,23907
237366,24639
405793,19867
290958,21133
180672,23883
327927,23907
860346,23883
222083,17662
330028,23898
23365,20025
477366,21446
189466,20810
307667,26149
289423,26026
266191,24360
152424,19711
841509,24391
244618,20794
218858,17606
248614,20810
416393,21133
152074,20810
208800,20448
385562,22071
231116,21133
150913,16531
455717,20794
185622,16531
154215,16452
208259,16531
121144,10852
218553,15179
165071,12907
144446,17606
637784,22071
406658,25944
214486,16985
575635,25642
243230,15903
224116,22371
778181,22371
525000,26470
96732,20262
495348,22813
454317,24360
1,22534
222964,24391
241804,21133
161076,16179
476882,17606
723561,22534
225902,20810
551397,25642
210162,19867
119992,19789
260813,20794
211687,20448
120989,16889
171199,22371
320313,23883
100951,16985
375476,25018
279626,16464
378907,22813
667253,26149
81981,23907
983103,22534
195419,20262
354209,23898
106313,21133
118496,19867
801261,25018
48744,16446
210417,20810
127575,21133
994699,20810
178589,19711
243181,22371
308715,16446
54065,21536
213611,20448
468732,25018
145826,22813
53156,21133
509221,24391
167989,19789
499315,25944
1183784,24360
136985,16985
123976,9011
41514,21691
574258,25018
168329,21133
330682,23898
355254,23907
273817,21536
137780,21536
274130,21446
118358,22071
213288,17034
439560,21133
346204,20448
242391,23464
281305,21446
257101,17606
151540,25018
160990,19789
221281,16464
239512,23464
312238,16452
391093,22534
190963,17168
76016,19867
660248,17662
427734,12351
409372,23464
288108,17662
481107,20448
851311,26149
503109,24639
198356,15529
180159,12351
503845,26149
229060,16464
214486,16985
202361,20025
338508,22371
474654,26026
120741,16420
122749,19724
238629,20448
1021125,17168
116140,23907
165425,24391
481792,22071
224592,26026
335187,22813
187874,23907
164441,17168
450572,23732
846545,19724
151307,20025
393558,21691
2,16889
98687,20262
136163,22534
263821,19867
846545,19724
227925,23883
182179,20810
178903,23732
300620,23898
397852,22813
401511,25944
624299,24391
255710,12351
109875,21536
406840,23732
316243,26149
553499,24360
647562,24360
485031,24360
160650,22071
211278,16531
449894,23883
104029,23732
386519,25018
317517,17034
187805,19867
195948,21691
