SaleAmount_2024,Total Enrollment
211217,17034
195232,23883
235985,19789
273817,21536
337520,23883
314263,23907
322771,9011
303234,23898
418254,23898
213099,17606
421667,25642
751392,20025
294381,20025
251469,21446
104905,15179
240651,20025
282718,16446
149480,14382
493472,24639
276085,25018
230595,20262
401511,25944
341519,26026
265796,16464
307029,23464
598799,25018
164232,16464
293412,25944
183680,16464
214139,25944
200355,16985
209811,15179
230358,24360
614863,23907
163576,20448
448120,22371
406755,20794
151494,23464
206812,16420
187580,12907
610218,25642
495269,24360
824040,25944
174530,21133
224092,20794
437253,24639
356978,19789
1058181,19724
369434,22813
1027422,22813
334886,21133
175878,22534
1343755,24360
291139,23464
56274,12907
423555,23883
229768,16379
307144,24360
460193,25944
325299,24355
207927,19867
52596,19789
142315,15903
450899,23907
169361,19711
156845,23898
170658,20025
324231,20025
438979,22371
386329,24297
374465,25642
150650,20794
442691,25944
211665,22371
332845,22534
214228,22813
206273,19711
427924,21446
274642,21133
177292,26026
160306,22813
255051,20810
661804,23883
300745,24360
154526,21133
306843,22071
265756,17444
190092,15529
353432,22071
486311,24360
74821,16889
345238,21446
234979,8597
726207,22534
269625,20810
170015,20262
302080,24391
398825,26026
154177,19724
168061,20262
461256,23898
250406,19867
70036,22371
174160,20448
198098,21133
218442,20794
218403,20448
364448,25944
363794,23907
100527,19724
254045,20262
195910,24355
451500,26470
978251,26026
397253,23464
280503,24391
394560,23464
178981,22371
177425,22371
428722,24360
282537,21536
201246,13732
264991,24297
429466,25018
528656,25944
227724,20810
153427,16464
312324,24639
412436,22371
101366,17606
174830,16379
162198,20262
589506,21691
747054,22371
319572,8597
185312,25944
137429,25018
174816,24360
986456,25642
303985,16379
182629,16446
132803,16531
261566,20794
215105,25642
402105,26026
217735,22371
168063,17662
555692,26026
173247,20794
214486,16985
302329,24639
87490,20025
441737,25018
208800,20448
460964,26149
233139,25018
424789,23898
146599,16452
93143,16420
153954,20448
154429,16985
279989,22371
708940,25642
339800,16420
296245,16452
289443,26149
893840,22534
231116,21133
539429,24391
269250,22371
109003,21536
324187,19867
239151,21446
268292,19867
125572,21536
453274,24297
308313,19867
177955,20794
154976,12351
364733,24360
582388,23883
177036,22371
143896,20025
287741,17606
268184,21691
207451,16464
172783,17606
181793,23464
184099,21133
549963,23732
1675827,24391
324568,24355
131315,17606
513599,22371
197382,8597
248338,23898
247292,17662
614288,24360
390236,21691
204213,20262
293841,23883
238683,21446
153474,20794
185394,17168
348296,26149
378081,22534
162630,20025
159469,21133
61042,21536
320613,22813
499617,23732
204416,15903
794248,22813
321301,22071
105905,22534
251818,23464
169426,20810
1205000,26470
979439,22813
10631,21133
281305,21446
349788,24355
209203,24297
151860,17444
120520,20794
153474,20794
533637,24355
288970,22534
818440,25018
1160268,22371
187806,19724
117610,17606
449372,24639
422907,22813
191288,20810
359306,23898
365758,23732
594408,22071
82076,20262
316450,24391
193874,16889
473117,22071
287927,22371
306040,22813
49705,21536
302965,25642
176989,19789
133420,21536
499000,26470
109307,20810
538067,25642
496954,25018
104643,21536
17048,21446
240476,20810
617709,25944
339321,25642
146453,19711
439327,24297
357169,8597
204682,24355
339046,23732
81788,20448
178783,21133
138604,16379
568361,22813
70446,8597
440000,26470
364093,24360
816123,25642
260807,24297
479292,25642
115188,17606
159069,16446
277343,24639
511532,23732
534685,25018
111818,16985
258861,12907
492636,24355
408153,22813
381966,17606
459060,22813
360533,20810
61375,21446
41857,21536
854519,24639
220361,24297
118416,20810
720253,24360
357855,21691
214733,25018
136484,16446
265783,21133
368114,25018
257487,24391
569496,24360
293767,23907
251733,24391
329,16889
455000,26470
293873,21536
277516,25642
181268,17662
408054,22813
450027,23883
300286,16889
268472,22371
266462,20794
187646,14382
402055,24355
1329983,17034
226312,20448
195608,25944
217486,17168
86080,23907
473265,21691
266962,22813
287927,22371
296489,21536
269950,25018
222197,23898
247606,12907
340975,21446
564364,25642
334598,16985
144247,16179
524484,24360
608860,23883
277846,26026
179789,19789
331286,21691
72012,20448
248171,19867
131908,20262
423331,25018
79450,23464
636731,26026
204350,16179
435743,22813
388312,22371
11109,23898
539900,25018
521495,25018
393283,24355
219876,24639
203786,16889
389587,25018
335174,23464
333296,23898
342682,23883
202369,21446
173198,20448
1834944,26026
240700,15179
176532,13732
780210,24360
207987,19789
76515,20810
309785,17168
1055154,21536
223702,15529
127111,20794
125304,15179
221267,20794
968618,22813
578424,24639
212182,17168
319376,23732
364188,22371
208475,25018
359437,23898
503596,26026
138409,20794
187521,16179
218178,14382
154608,20448
226419,22071
360894,24360
399775,24639
505817,22371
231911,25018
212766,23464
292096,21691
291884,20794
447918,24360
381036,20448
269105,15903
187132,16531
187580,12907
575956,23883
148363,17606
349803,24639
3,16531
160317,20810
313690,23898
65367,22371
170692,16179
519816,20262
198920,17168
168288,16179
480174,22534
185229,16446
206274,24297
135689,16985
5522,17034
465490,25018
290817,23898
301043,21133
256799,22371
201449,16379
235166,9735
497824,26026
267977,23464
300000,26470
43154,24391
812097,12907
524704,24639
711321,23732
266544,16452
457718,16889
244974,20025
1329983,17034
501284,24360
245945,23907
295597,22071
117634,23898
633484,24360
681799,26149
328575,23464
371619,26026
301389,22371
198781,23732
325084,15529
283793,17168
309953,23907
812097,12907
349422,24355
610301,20810
272870,21133
207145,20262
770770,21133
290009,22813
377348,26149
279049,21536
653742,25944
112987,20794
88507,20794
407975,19789
233139,25018
220890,23898
236351,12907
295982,19789
165270,24297
164515,17444
413484,21691
369497,22071
281852,24297
401454,21691
155990,19789
290778,22071
92758,21133
212824,16889
1573923,22813
199300,21446
1366554,24391
168563,14382
76189,19724
695729,26026
60572,10852
1573923,22813
388821,24360
456150,24355
475296,19711
204585,21446
256493,22371
287695,24391
102510,24360
358297,25018
192773,13732
153020,22813
116399,19724
342079,21691
51465,20025
692474,19789
332739,24360
286246,23732
568339,22813
480442,26026
112962,16985
237704,16464
648284,16464
253963,19724
445115,19711
478361,17444
18159,16985
259405,22813
652681,24360
370625,25944
393384,26026
407766,22371
263163,24355
119637,25018
250465,23732
520729,24391
309588,23464
299638,19711
168191,15903
263815,25018
218858,17606
220416,16464
283501,21133
348828,23464
230345,21133
639883,24360
539279,25642
94835,17662
140567,21446
183585,15179
264763,22534
205946,10852
1876317,20448
225975,20794
602601,20794
164515,17444
305547,21691
169635,21446
374789,24639
300000,26470
630943,26026
268780,16179
155636,22371
506050,22071
411597,21536
380000,26470
117892,19789
178971,20448
415000,26470
212398,19867
983400,26149
282132,21691
259313,16464
138394,19867
606271,24297
84654,19724
824040,25944
133962,16889
314690,22534
275878,20794
451888,16889
614863,23907
99993,19789
73090,21133
1136860,24639
245855,9735
200296,24355
321842,23464
12559,7873
220974,16446
233166,16464
572479,26026
1328465,21691
181659,23464
747054,22371
309716,22371
588170,23898
221309,20448
352000,26470
335080,25642
204078,16889
169660,25642
336382,15903
307024,24355
353763,26149
54372,16889
273269,20810
241152,9735
506377,26026
213987,19789
85243,21446
696821,25642
211960,20810
284203,23907
353432,22071
522115,22071
256673,22534
213387,24297
463077,26026
144617,20025
457465,23898
125983,17168
347308,26026
102157,17034
362669,23883
333552,10852
239274,25018
120731,19867
412274,22534
241377,21536
297282,23883
296256,23464
328003,22534
72995,19789
365328,21691
143896,20025
492581,23732
913433,24391
225122,26149
453237,26026
921072,24355
1677698,26149
240030,17168
685720,21133
371318,17168
150278,20025
117943,23732
178009,20448
192289,17168
131818,20794
147648,19711
238655,20810
190377,20810
214767,15903
266118,24391
348113,25018
318710,24391
636731,26026
170487,21446
181303,19711
153646,26149
515867,17168
34996,20025
310046,23464
424068,23732
124061,21536
192199,20810
119314,20448
17872,16446
155997,17034
719792,24360
265877,22071
288817,21133
133578,14382
422351,22071
716576,24639
585000,26470
103308,21133
457465,23898
576468,16379
469000,26470
294745,21536
61957,17168
212969,24297
585556,23898
305436,22371
292886,19867
350121,23464
380945,19724
241515,20448
342510,21446
174526,24639
399775,24639
18676,22371
126415,16464
178989,19789
342399,22371
326622,24391
140887,16452
286205,25944
358198,20025
356873,24297
50620,17444
309829,25018
264425,22371
203220,24355
745601,21691
718247,26149
784916,26026
198781,23732
691447,26149
396807,22071
1516896,26149
599933,23898
203223,22071
1340178,24639
226496,24355
329041,21446
484138,22534
402691,21691
199542,16179
180309,16179
147218,20448
380384,25018
231777,17444
76213,20262
1441780,25018
293001,21536
360113,22813
181095,16531
234654,24355
147173,24360
174405,21536
317285,22071
444071,21691
220881,17034
152337,20025
275127,19724
298172,23732
499267,22534
738574,23883
1006424,23898
146313,12907
281700,26470
339831,23898
108657,16531
233923,24355
399914,25642
611046,26149
303707,25944
344632,21133
404190,23732
449076,22534
415775,19789
145375,9735
336461,22534
238538,23732
145991,19789
202587,12907
496275,24391
96808,17168
187536,21446
315679,22071
428815,23898
258416,23732
497880,22371
184113,16531
745896,26149
32366,16452
154976,12351
253174,21446
287457,22534
83538,22071
281139,22071
137024,16889
219196,21691
339138,24360
199949,17444
169327,17606
559107,23732
113241,19867
518939,19711
352652,25642
106574,20810
148778,7873
229223,26026
869936,22534
175050,17168
215805,16531
217486,17168
435625,22371
304433,22071
125626,17034
26233,20810
207336,16985
400610,20262
172230,16446
229387,16531
531313,25018
323262,24391
167027,22534
97709,20262
326340,24360
220396,15529
330902,23883
452366,22534
132548,9735
130901,16889
361931,24391
507853,22534
1325088,25018
339831,23898
650711,26149
486739,24360
979439,22813
122972,16985
172941,24297
575745,24360
457300,17606
453879,22534
228729,24297
190061,17606
172882,7873
200855,23907
247952,9011
348811,21536
117458,19724
474732,24639
582847,25018
333180,16452
381153,22371
447278,24360
163015,15903
489020,25944
260846,21446
990988,22813
227738,26149
227791,17444
237255,21133
266965,22813
412066,23464
456131,26026
211992,24355
595537,16452
470023,26026
331303,23732
248614,20810
530200,25944
506050,22071
153954,20448
227925,23883
204762,24360
257204,23464
341491,23883
618050,25642
329871,22371
794282,17168
425725,22071
155636,22371
104714,16452
216878,22071
339644,22371
132846,21691
241687,16889
1329983,17034
290000,26470
676262,16452
287695,24391
455499,21691
537197,24639
269173,23907
118731,21691
400000,26470
333494,20025
727542,23732
274642,21133
784082,22534
153058,16889
625000,26470
218655,16889
173964,19724
130836,10852
237378,17168
611353,24391
171774,20262
437544,25944
146479,16379
351181,23732
363587,23464
568361,22813
323189,23464
136793,20262
429905,22813
359437,23898
604179,24297
248628,25944
186048,21133
231416,15529
284576,23883
349934,24355
282837,23907
454251,22813
359858,22071
169470,13732
333262,25642
290379,24360
304828,24639
193031,15903
378196,22371
161383,21133
167044,21133
182212,16889
208259,16531
225902,20810
198988,19789
269011,24355
563797,25018
156162,24639
366432,20025
198541,23883
178897,20794
234389,22071
233232,16889
137468,20794
447177,25642
227537,17444
393558,21691
142622,16464
208259,16531
469550,21133
456248,22071
263821,19867
306761,25018
222599,16446
481168,24297
160389,24297
191846,21536
215045,21691
521978,24297
205408,23732
136636,23907
610764,23907
360135,17662
175482,17444
302919,16179
1001080,22813
312324,24639
131287,17168
107485,20810
538248,22534
208800,20448
163990,19789
110757,22813
764698,22071
298118,25642
1104342,25018
51405,16452
263632,24360
383930,24360
182706,16379
1791357,25944
126047,17662
185569,19867
159790,19789
321012,25944
301668,17034
418254,23898
930000,26470
60025,12907
418514,24639
296290,19724
237189,22371
494162,24355
1620771,26026
209984,10852
65596,16889
163961,20810
490170,23464
109327,16889
1286775,24639
355364,21691
13387,16379
305523,26149
342657,24360
625197,22813
538648,23464
296256,23464
304799,23732
192368,22813
348531,23732
1078443,26149
305562,24355
244189,22071
263352,21536
178085,17034
140652,21446
387282,24639
256984,19789
593185,20794
171425,19724
386545,17662
446208,25642
181381,21536
178981,22371
101688,20794
323074,21446
250670,16464
67723,19724
492005,22534
52952,22534
292403,24355
123904,16889
256644,22371
339269,16464
318263,24391
173255,16379
265783,21133
573952,24391
301936,24391
82857,20794
398817,22371
420145,23464
296699,23898
135868,20025
388934,22371
210795,17606
392561,21691
403666,25018
529526,22534
190136,21691
119314,20448
197456,23732
386674,26149
240553,20448
308990,17168
289751,23732
328900,24360
158515,19724
168387,20448
186669,20448
514747,21691
232622,20025
169361,19711
217735,22371
204417,15529
329922,23464
391000,26470
235000,26470
187337,15529
175060,23464
631929,25018
75325,20794
112561,26149
249124,23464
767385,21536
186551,20810
380564,26149
248137,24391
1195015,22813
199716,24639
288856,23898
375096,26149
152120,16452
265042,25018
212182,17168
137563,19724
289829,21446
825179,25018
647315,24391
581694,25642
377529,22071
641487,25642
476135,22534
323756,21446
218615,20810
161906,21691
201494,20794
181095,16531
299714,24355
417692,22071
107236,23898
266544,16452
94156,20794
290898,16179
395201,22071
256296,20025
112602,17662
784916,26026
128272,9735
192604,21133
979439,22813
270372,22071
832113,22534
162338,25018
32858,17662
98371,17606
236840,16464
361076,22371
201449,16379
495556,23464
251984,19789
340419,21691
147201,17168
578846,26026
155636,22371
122084,21536
772496,26026
452658,26026
124543,21691
353763,26149
157032,15529
197461,24355
234218,16985
261585,19867
225915,21133
284506,17662
251733,24391
267069,19711
405755,21536
263163,24355
318570,24639
186733,20810
690762,25642
119269,23732
345537,24360
407364,26149
607143,25642
216395,9011
399775,24639
395000,26470
406676,21691
438699,22371
172306,20794
256961,22071
318948,16379
290847,25642
320681,26026
447009,23898
198788,17168
88358,22071
411391,25642
231416,15529
557029,24355
379747,23464
593580,24355
230210,15179
6002,17662
122390,15179
232681,17606
128936,20448
166707,26026
223028,16889
315210,22371
579488,21446
995000,26470
162408,24639
383594,21691
637963,24360
205906,16985
544571,22371
244270,19711
495000,26470
264099,17662
611494,22371
287771,22371
316725,23732
357807,23732
351935,24360
217314,16531
219977,16179
536711,23732
412304,23883
171694,23464
201930,19711
245945,23907
110440,17034
109875,21536
224732,20262
93760,16179
392203,22371
198781,23732
252777,23907
284576,23883
125831,16985
450027,23883
362296,24639
200397,20810
245498,19724
516282,23898
276939,25944
158515,19724
152029,20448
292934,20262
231499,23883
210413,16446
241866,15179
252322,21446
683398,24297
110253,16379
255151,21133
477695,25944
218870,20262
268666,26470
247527,19711
95794,19789
287927,22371
413992,22371
489020,25944
268625,16531
284083,26149
175090,22371
176479,21133
35716,8597
405974,25642
113184,16531
113469,22534
366043,24639
291039,22371
198673,19711
321095,23907
224511,19711
289171,22071
444395,23898
370309,21691
148527,16379
362619,24297
179131,19711
167169,16889
507823,16464
473852,23883
222207,16985
147565,20810
490818,25018
168729,16985
422108,22534
946531,21691
443563,22371
231925,17034
955097,26026
184988,17034
264032,21691
174405,21536
328575,23464
266518,15903
400899,24639
335615,26026
254143,23907
527606,22371
512211,24639
402351,21446
302965,25642
795802,24639
165261,22813
379786,24639
665478,24360
117692,17444
295164,23883
128839,25018
216568,23907
252432,16179
358297,25018
254982,15529
128577,16531
350025,22371
370320,23464
75349,20810
348378,20794
408606,25018
213889,20025
221464,17168
211313,22813
122060,20810
363559,25642
489476,22371
269014,21691
243436,16889
230931,20448
413457,14382
398602,24297
168394,20025
392122,21446
185968,23464
544564,24355
490696,25018
217468,26149
175878,22534
190588,19789
281435,26026
284787,25642
154429,16985
18266,21691
794995,23732
131729,12351
231154,20794
771107,25944
433597,22071
292187,24297
163668,21446
275353,22534
389815,21133
233298,22371
448497,24639
289171,22071
962005,25018
405493,21536
398648,23898
510614,22534
186669,20448
69558,7873
204983,24391
480920,22813
484745,25642
110440,17034
118595,21536
201829,15903
220841,12351
404925,25018
159967,16531
514766,16985
143119,14382
373631,21691
216916,20262
459151,21691
525328,22071
331196,21536
192442,20448
455604,26149
503596,26026
237065,24391
9770,20262
102680,21133
198781,23732
391113,25944
142407,20448
166004,16531
197728,20794
155584,16420
567844,26149
494415,21446
128387,17034
529444,23898
427403,23898
303707,25944
202436,20794
140530,17606
435884,21133
227296,15179
637952,22371
508440,23898
202082,8597
85984,20262
491810,22371
156965,21536
431832,16985
234504,22534
270894,19724
58395,17034
149452,21691
154721,16420
536827,17444
661700,24391
245945,23907
87202,21536
567349,22534
372377,23898
288108,17662
192442,20448
165872,17606
268751,24360
161512,24391
533152,25018
193135,21133
287769,21536
198247,16889
232296,19867
181097,19867
309722,23464
300000,26470
439973,19789
810385,26026
284208,21691
441667,22371
247207,21446
290009,22813
330760,16379
104192,26026
146256,20448
298172,23732
417158,24391
471405,24297
536711,23732
1252000,26470
508091,20262
1343332,24360
257025,16452
267836,21446
589006,23883
485366,17168
34810,21691
289171,22071
270656,20262
255000,26470
130156,19724
153439,21446
406492,23907
564756,20810
451500,26026
143468,23907
440054,21691
339831,23898
321143,25642
172096,22534
228729,24297
1087750,26470
659080,24360
150064,12907
499267,22534
248491,17034
113852,15903
368114,25018
528195,16531
37516,12907
587753,25642
290323,25944
843915,21446
382635,24391
162321,20810
907517,22071
258930,20794
345381,25642
145375,9735
450566,22371
312449,19711
264763,22534
238123,22371
184085,20262
289423,26026
181157,20025
558761,23898
1,20448
254135,20025
151817,13732
117249,19711
707409,22534
148476,20810
602441,21133
144889,16420
396515,17168
118674,24391
429741,22071
451118,23464
376625,20794
280793,21536
329334,22071
686511,24355
633843,23898
412436,22371
339321,25642
228453,20810
416954,25944
130423,21446
175017,25944
184836,16889
352902,23898
165990,19789
520269,22813
40419,23732
456660,21691
243048,17606
114283,19724
158101,22534
511906,24360
360256,20025
217890,22371
280445,24391
244157,24355
349461,21691
282451,13732
233985,19789
70188,23898
262174,22813
214767,15903
203805,24355
124032,21133
665478,24360
486311,24360
402864,23732
481890,24391
140987,8597
113201,17034
318570,24639
240314,22813
139521,20448
230683,20794
545410,22071
311048,23883
51746,16420
177390,17606
135816,20262
398788,26149
207838,20448
408700,16179
345234,24391
303981,19711
249403,20810
250154,19724
714164,15903
622552,21691
157488,10852
144585,22071
567349,22534
289829,21446
240476,20810
172269,17606
508806,26026
137991,19789
168329,21133
287769,21536
179581,9735
305640,24297
446315,22534
169309,19724
332611,24360
307135,16379
893840,22534
567198,22534
398373,21691
66180,23883
499276,26026
767385,21536
187817,19711
344992,26026
711685,23898
438750,22534
119269,23732
1176813,16985
296478,21446
438894,22371
667989,26026
248338,23898
277912,20025
599662,24639
411806,25944
25931,16464
547819,22071
31775,13732
283634,26026
366549,21446
317530,20448
198356,15529
248848,22071
75052,20448
281139,22071
347308,26026
116753,20794
386085,21691
328036,19724
86473,20262
200031,16379
248373,24297
620160,21133
407379,25018
311741,22813
40381,10852
167356,16446
200305,20262
200397,20810
188580,20262
293066,24360
292361,21133
252094,17662
80974,20794
232117,21133
423555,23883
279049,21536
250406,19867
238533,14382
282023,24355
990260,22813
593580,24355
404406,24360
234057,23907
201829,15903
217641,15529
91332,21691
33235,16889
169185,8597
262156,20810
410000,26470
748901,22534
147565,20810
562362,25642
475156,24355
175264,24360
303712,21691
147561,19867
279583,19789
372607,15903
205862,20810
492581,23732
437230,20810
149003,23898
455054,25642
282043,15903
573952,24391
222964,24391
412792,22071
512385,23907
172306,20794
757414,25642
559966,19789
204076,17662
285093,24355
460508,25642
614288,24360
301220,22071
359123,26149
331370,21536
199563,20448
1009966,23464
419974,19789
564441,25018
148767,20794
275436,22813
211339,17444
223339,21446
630514,24360
121087,16452
167823,17662
225153,23732
70612,13732
318365,26026
189393,8597
184123,19724
180217,19711
136997,20794
138962,19711
278728,25642
296381,19711
289423,26026
394398,22071
373371,22371
274713,22071
498320,20262
505989,26149
252483,24391
203588,23907
125703,20810
128043,24360
25310,17444
155974,16889
335008,21446
57965,7873
484650,21691
330075,25018
585556,23898
174361,21691
398977,23907
408245,24360
206993,16889
648595,25944
343573,25018
253963,19724
448120,22371
223577,19867
204682,24355
107480,20262
341403,26026
301485,23732
269677,20025
600970,21446
165627,21133
200813,22071
232274,16452
205620,16985
525285,26149
426718,23732
17851,21691
394560,23464
239758,16420
240553,20448
362241,23464
621766,26149
488207,22813
95414,23898
284083,26149
140774,24360
192627,21691
481387,17168
118957,17444
667102,21536
263901,17168
203102,16446
462175,21536
368002,20810
587753,25642
486763,19724
121488,17444
228567,19724
258120,21536
407766,22371
604179,24297
160843,19724
748498,25018
179555,16379
293584,24639
188011,16420
1127135,22534
291487,20810
244402,20448
303045,15529
418254,23898
147551,16452
531386,21691
345386,23898
473000,26470
115188,17606
335442,23907
105990,24360
124391,17168
422612,22813
171199,22371
508937,26149
199977,23898
1096876,22534
260516,15179
302989,23464
215000,24360
50452,17606
239807,21536
441737,25018
204762,24360
426769,21691
440450,22371
48027,20025
211636,19724
257954,20262
694273,24360
208259,16531
862371,22534
173374,17444
188580,20262
502948,24360
425000,26470
342474,22813
544116,26026
203787,19789
134709,20448
336844,17034
102618,9735
230358,24360
187603,20262
131148,17034
479615,21536
307560,21446
1175507,25642
379876,23883
279989,22371
294785,10852
341913,21691
138381,21691
1595161,25018
211309,13732
34889,16985
339287,22371
251274,23907
665095,22071
358334,24360
831270,25944
133388,17606
145076,16452
321143,25642
130704,23898
189241,23907
124846,17662
158960,17606
213735,20794
234178,16452
727665,17444
543856,21446
520451,22534
619366,26026
155386,19867
404248,24355
696807,26149
473342,19711
330815,22813
521225,22371
156822,19724
860346,23883
324193,22071
35437,21133
152932,24360
267878,23898
478294,24391
332845,22534
126728,15529
223150,24297
512961,21133
425501,24391
1001080,22813
104371,16889
219514,17662
353896,9011
72305,20262
291546,23732
339321,25642
378081,22534
313690,23898
383787,23464
275202,22534
233923,24355
104439,17662
141754,16379
256880,22071
498800,21536
553376,23907
426010,24639
164557,23464
153572,20025
680246,21446
558306,25018
78422,23898
394875,22534
185988,19789
195489,24391
302989,23464
28982,7873
187333,20025
278411,17444
402055,24355
222339,9735
218135,25642
541817,16379
240800,26026
195416,19711
277705,16420
273018,25018
591653,23883
180089,17168
217013,24297
298172,23732
150913,16531
680838,21691
152378,19724
297527,26026
203989,20448
416056,22534
146884,20794
513599,22371
12357,19867
641296,26026
490996,19724
72131,9011
93768,21446
587753,25642
115373,17168
292884,24297
250963,22371
204054,21536
149447,8597
138300,16464
175130,20794
273106,22071
496650,26026
234775,21133
189209,16889
68734,20794
384112,24355
173374,17444
779530,20262
742363,25018
269251,23898
257679,25018
234213,10852
273053,20794
334725,24297
337726,24355
257390,21691
417692,22071
413865,25944
328190,24639
269714,24391
1198856,24355
196748,19867
238352,23464
211056,16379
193465,20262
298910,16452
185659,17168
235658,23464
122972,23907
150435,16889
186189,17168
262174,22813
80158,20810
291718,23907
210724,20448
140179,16379
309234,17034
605931,25642
355364,21691
298659,17444
142468,17034
247952,9011
332631,23907
371672,25018
296649,21446
562278,22071
165150,20794
620883,24391
539030,22371
164525,16531
920285,25018
137239,23898
211810,22534
146193,19789
1,20448
407117,19711
306077,24639
320923,24639
240857,20025
375476,25018
118637,20794
225449,23907
219005,21133
84830,25642
526049,23907
614863,23907
126767,17662
144312,16889
311010,17606
163418,22371
142357,21446
501701,26149
225013,23883
399914,25642
229060,16464
230358,24360
515173,26026
190698,17168
115895,19867
196602,16446
169870,25944
14122,13732
182227,17034
279471,19867
365316,23883
163601,25642
432396,25944
226232,23464
380955,21133
338154,22071
130127,22071
172277,23732
396388,22534
173366,15903
365504,24355
215662,23898
14491,7873
374249,25018
560538,24360
256799,22371
306337,17168
156674,20810
249514,20794
131294,16531
145597,23883
221485,21133
232172,14382
138652,17662
247747,22813
407364,26149
464000,23898
249361,23907
143012,21536
158515,19724
453123,22534
468486,24639
177627,23907
904567,26149
893840,22534
546213,22071
186669,20448
175552,19724
289867,19711
155086,8597
372516,21446
220781,21446
317918,21691
253687,22371
387435,24355
22597,20794
256436,15179
114462,23464
219682,17662
135991,19789
193218,7873
225097,12907
357963,22371
121739,17168
278484,25944
280166,7873
153937,23464
143631,19711
163178,24297
408926,12907
417531,22071
157837,21536
183098,23883
363448,20810
290333,23898
157469,16179
417692,22071
195416,19711
119254,16985
214903,24297
538913,21536
346366,23898
145000,20794
26262,20794
457198,23732
111619,21536
976737,24639
472413,25018
297204,22071
399730,23883
900314,13732
512546,25642
205261,20794
1783762,22371
146884,20794
718874,23898
508707,24360
428972,16985
245945,23907
319182,9011
375043,16179
893840,22534
563916,22813
214824,15179
186551,20810
262239,21133
416056,22534
338131,7873
186720,17168
392279,24639
213987,19789
241804,21133
177744,19867
210108,22371
714749,23883
471317,23464
153572,24360
496128,21133
228499,16985
144739,24355
1029516,25944
1474015,26149
179028,17168
424873,26026
785927,24391
317530,20448
219223,22534
243181,22371
170843,17444
194907,21133
640000,26470
223169,20810
201227,15529
247670,15529
20150,19789
402639,23464
398674,21133
323189,23464
176451,23898
393133,22071
521381,22371
96138,19867
538149,26149
218804,26026
297812,23883
164864,19724
84994,19789
1043162,24639
272207,22371
90775,22534
535329,22071
180354,17168
775919,22813
30122,21133
380350,23898
541365,26149
197418,17444
332926,20448
324985,22813
420246,23883
129347,20810
248788,26026
313875,24391
310285,16379
152523,22371
76719,21446
267542,17034
507468,21133
271536,23732
447009,23898
102993,19789
412267,24639
131610,16446
88585,17444
214961,20262
343556,24639
628668,24355
708351,24639
180763,20262
564536,19711
345883,24297
583093,23732
521955,22071
385000,26470
234575,21536
101585,19724
734795,26149
1073111,22371
305638,22071
239890,16452
207678,17662
383196,26026
450244,26149
228785,16985
166981,19724
373368,21446
230564,20025
356319,21446
142215,22534
1181566,25642
436014,21536
161950,12351
590423,26026
502781,22813
262575,17168
262591,23464
165297,15529
281366,24391
107458,23898
200813,22071
290726,25642
183443,25018
1120973,25642
114495,14382
191769,24297
364349,24360
236774,22534
119087,17168
421708,22071
171521,26149
258356,22371
497808,26026
80974,20794
569496,24360
382838,25018
495482,21691
150860,21536
1169341,24639
2,16985
215459,23464
262684,12351
154268,19867
249640,22371
284018,9011
429556,22371
278568,22071
263821,19867
605686,26149
169918,19867
186304,20025
383448,17444
405053,23898
358024,21446
496940,24355
225158,22813
324284,23883
258755,15903
263177,8597
290601,21691
132495,24297
245766,21691
1329983,17034
228994,21691
357499,25642
345230,20810
946684,19711
277747,23898
327701,22534
692474,19789
221846,20448
373371,22371
127633,20025
210076,20262
154976,12351
283686,16179
96204,9735
395201,22071
241265,19724
169361,19711
165471,9735
369592,24297
18973,16420
885000,26470
353964,26026
562534,23883
438735,24391
966909,26026
19321,7873
83479,20794
470737,22371
149629,16379
499287,25642
118229,20262
227664,20262
659080,24360
492000,26470
272669,25642
422963,24360
465000,26470
480920,22813
503581,23732
136465,23907
178069,20025
142867,8597
367180,23464
282251,16452
92990,24297
263821,19867
507850,21691
333262,25642
25875,15903
157499,17662
714164,15903
654344,22813
491890,23907
309638,23898
130347,17444
226403,17034
207004,15903
109435,20262
301300,20794
211056,16379
197327,16985
184560,19711
208579,24391
1700000,26470
273031,22813
267069,19711
676862,22371
515359,25018
296574,13732
316325,21691
350884,24355
216966,12351
301826,16531
227724,20810
200276,15903
126981,19724
373527,22371
465000,26470
1505001,26026
86994,19789
543901,24360
341686,17444
229986,19789
364673,26026
160139,17034
386494,23883
342766,24391
246054,25944
1080991,25944
555692,26026
291884,20794
435724,22534
457855,22071
80078,23883
203046,16985
156922,17444
361464,22071
450551,22534
1447215,26149
599662,24639
1122421,23883
228075,24355
244274,20262
26829,19867
391029,24639
94279,23907
313591,14382
423572,23907
395448,24360
214486,16985
150436,23907
320313,23883
336203,25018
205408,23732
399775,24639
612419,26026
855999,22371
146564,20262
124849,19711
87202,21536
144470,21691
357453,7873
190389,16452
454023,21691
144054,17662
177036,22371
935010,24391
356130,24639
396644,26149
329626,25642
274983,25944
148218,23898
435504,24639
459436,24360
299574,16379
548958,23898
121947,23907
1524414,21691
131065,20794
212398,19867
262588,16531
1894537,22813
315233,22371
167192,19724
263821,19867
348672,24297
171199,22371
196162,17168
78752,16379
212179,15903
231087,21536
472589,22371
456248,22071
194545,22371
563097,24360
149990,19789
264680,19711
154228,20794
141750,21133
119269,23732
73343,16531
349061,21133
448859,22813
