ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024
41A083000,907000,2023/05/02 04:00:00+00,3,1956.0,1782.0,B++,2023,7.5,2023.0,25944,17618.0,8326.0,304.70416666666665,933771
41A085000,113200,1981/07/10 04:00:00+00,3,1955.0,2574.0,B,1981,6.5,1981.0,16420,11053.0,5367.0,90.93333333333334,390512
41A085000,690000,2018/05/24 04:00:00+00,3,1955.0,2574.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,862014
41A087000,90500,1980/07/01 04:00:00+00,3,1956.0,1863.0,B,1980,6.5,1980.0,16452,11046.0,5406.0,82.38333333333334,344604
41A089000,115355,1986/06/30 04:00:00+00,3,1962.0,1682.0,B -,1986,6.0,1986.0,16985,11249.0,5736.0,109.69166666666666,329893
41A092000,154500,1997/05/29 04:00:00+00,3,1955.0,1448.0,C++,1997,5.5,1997.0,20262,13246.0,7016.0,160.525,301923
41A092000,34000,1969/06/20 04:00:00+00,3,1955.0,1448.0,C++,1969,5.5,1969.0,9735,5769.0,3966.0,36.68333333333333,290751
41A093000,210000,2001/08/03 04:00:00+00,2,1954.0,1520.0,B -,2001,6.0,2001.0,21133,13766.0,7367.0,177.04166666666666,372096
41A093000,246500,2012/01/26 05:00:00+00,2,1954.0,1520.0,B -,2012,6.0,2012.0,23907,15822.0,8085.0,229.58608333333333,336808
41A093000,133623,2011/06/02 04:00:00+00,2,1954.0,1520.0,B -,2011,6.0,2011.0,24297,15762.0,8535.0,224.923,186362
41A095000,575000,2023/02/01 05:00:00+00,3,1956.0,1612.0,B -,2023,6.0,2023.0,25944,17618.0,8326.0,304.70416666666665,591971
41A095000,52000,1974/08/01 04:00:00+00,3,1956.0,1612.0,B -,1974,6.0,1974.0,14382,9358.0,5024.0,49.31666666666666,330766
41A096000,460000,2006/06/20 04:00:00+00,3,1957.0,2313.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,715926
41A096000,159000,1991/05/14 04:00:00+00,3,1957.0,2313.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,366300
41A096000,192000,1994/06/13 04:00:00+00,3,1957.0,2313.0,B,1994,6.5,1994.0,19724,12568.0,7156.0,148.225,406341
41A097000,165000,1997/07/25 04:00:00+00,3,1953.0,1788.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,322442
41A097000,435000,2007/03/20 04:00:00+00,3,1953.0,1788.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,658125
41A097000,280000,2002/11/04 05:00:00+00,3,1953.0,1788.0,B,2002,6.5,2002.0,21536,13805.0,7731.0,179.86666666666667,488336
41A098000,365000,2004/11/15 05:00:00+00,3,1956.0,1643.0,B,2004,6.5,2004.0,21691,14129.0,7562.0,188.90833333333333,606112
41A098000,155000,1990/05/15 04:00:00+00,3,1956.0,1643.0,B,1990,6.5,1990.0,17662,11304.0,6358.0,130.65833333333333,372139
41A101100,139950,1986/01/10 05:00:00+00,3,1985.0,2058.0,B++,1986,7.5,1986.0,16985,11249.0,5736.0,109.69166666666666,400231
41A101100,15000,1985/05/14 04:00:00+00,3,1985.0,2058.0,B++,1985,7.5,1985.0,16889,11195.0,5694.0,107.60000000000001,43731
41A101100,900000,2022/03/24 04:00:00+00,3,1985.0,2058.0,B++,2022,7.5,2022.0,26149,17496.0,8653.0,292.6254166666667,964810
41A101100,299000,2003/10/27 04:00:00+00,3,1985.0,2058.0,B++,2003,7.5,2003.0,21446,13829.0,7617.0,184.0,509758
41A101200,69000,1992/06/08 04:00:00+00,1,1996.0,2184.0,B++,1992,7.5,1992.0,19867,12614.0,7253.0,140.30833333333334,154268
41A101200,542000,2015/07/15 04:00:00+00,1,1996.0,2184.0,B++,2015,7.5,2015.0,23883,16736.0,7147.0,237.00175000000002,717396
41A101200,61500,1989/08/04 04:00:00+00,1,1996.0,2184.0,B++,1989,7.5,1989.0,17444,11199.0,6245.0,123.94166666666666,155657
41A102000,340000,2013/12/26 05:00:00+00,4,1966.0,2122.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,457851
41A102000,447000,2015/01/23 05:00:00+00,4,1966.0,2122.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,591653
41A102000,37900,1966/10/14 04:00:00+00,4,1966.0,2122.0,B,1966,6.5,1966.0,7873,4513.0,3360.0,32.47083333333333,366148
41A103000,292500,2012/05/24 04:00:00+00,5,1966.0,1860.0,B++,2012,7.5,2012.0,23907,15822.0,8085.0,229.58608333333333,399661
41A103000,33000,1966/08/22 04:00:00+00,5,1966.0,1860.0,B++,1966,7.5,1966.0,7873,4513.0,3360.0,32.47083333333333,318810
41A104000,230000,2001/10/26 04:00:00+00,4,1966.0,1350.0,B -,2001,6.0,2001.0,21133,13766.0,7367.0,177.04166666666666,407534
41A106000,298000,2010/06/01 04:00:00+00,4,1964.0,1425.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,428666
41A106000,460000,2017/08/17 04:00:00+00,4,1964.0,1425.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,588692
41A107000,31800,1967/08/15 04:00:00+00,4,1953.0,1682.0,B -,1967,6.0,1967.0,8597,4821.0,3776.0,33.375,298894
41A107000,275000,2009/08/21 04:00:00+00,4,1953.0,1682.0,B -,2009,6.0,2009.0,24355,15476.0,8879.0,214.56466666666665,402055
41A108000,97500,1979/07/31 04:00:00+00,5,1958.0,2375.0,B -,1979,6.0,1979.0,16464,10838.0,5626.0,72.58333333333333,421385
41A108000,216000,1999/12/29 05:00:00+00,5,1958.0,2375.0,B -,1999,6.0,1999.0,20794,13576.0,7218.0,166.58333333333334,406755
41A109000,159000,1999/08/04 04:00:00+00,3,1964.0,1274.0,B -,1999,6.0,1999.0,20794,13576.0,7218.0,166.58333333333334,299417
41A109000,139000,1994/05/31 04:00:00+00,3,1964.0,1274.0,B -,1994,6.0,1994.0,19724,12568.0,7156.0,148.225,294174
41A109000,129000,1990/05/15 04:00:00+00,3,1964.0,1274.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,309716
41A111000,85400,1984/07/31 04:00:00+00,2,1956.0,1921.0,B -,1984,6.0,1984.0,16531,10962.0,5569.0,103.93333333333334,257759
41A112000,286000,2002/12/23 05:00:00+00,2,1950.0,1699.0,B,2002,6.5,2002.0,21536,13805.0,7731.0,179.86666666666667,498800
41A112000,85000,1981/08/04 04:00:00+00,2,1950.0,1699.0,B,1981,6.5,1981.0,16420,11053.0,5367.0,90.93333333333334,293229
41A113000,360000,2016/07/27 04:00:00+00,3,1955.0,2198.0,B -,2016,6.0,2016.0,23898,16331.0,7567.0,240.00541666666666,470536
41D001000,160000,1989/06/01 04:00:00+00,3,1963.0,1346.0,B -,1989,6.0,1989.0,17444,11199.0,6245.0,123.94166666666666,404961
41D001000,555000,2021/11/08 05:00:00+00,3,1963.0,1346.0,B -,2021,6.0,2021.0,26026,17299.0,8727.0,270.96791666666667,642519
41D002000,5800,2014/02/10 05:00:00+00,4,1984.0,2244.0,B -,2014,6.0,2014.0,23732,16483.0,7249.0,236.715,7686
41D002000,28800,1982/05/01 04:00:00+00,4,1984.0,2244.0,B -,1982,6.0,1982.0,16446,11104.0,5342.0,96.53333333333335,93589
41D002000,30000,1984/06/11 04:00:00+00,4,1984.0,2244.0,B -,1984,6.0,1984.0,16531,10962.0,5569.0,103.93333333333334,90547
41D003000,17000,1973/04/24 04:00:00+00,2,1969.0,1197.0,B -,1973,6.0,1973.0,13732,8873.0,4859.0,44.425000000000004,120041
41D004000,250000,2004/07/06 04:00:00+00,3,1958.0,1448.0,B -,2004,6.0,2004.0,21691,14129.0,7562.0,188.90833333333333,415145
41D004000,603500,2024/04/12 04:00:00+00,3,1958.0,1448.0,B -,2024,6.0,2024.0,26470,17901.0,8569.0,313.69783333333334,603500
41D005000,162000,1997/02/14 05:00:00+00,3,1958.0,1816.0,B -,1997,6.0,1997.0,20262,13246.0,7016.0,160.525,316580
41D005000,699000,2024/09/06 04:00:00+00,3,1958.0,1816.0,B -,2024,6.0,2024.0,26470,17901.0,8569.0,313.69783333333334,699000
41D006000,320000,2006/10/17 04:00:00+00,3,1956.0,1928.0,B -,2006,6.0,2006.0,22371,14678.0,7693.0,201.5583333333333,498036
41D006000,155000,1996/12/16 05:00:00+00,3,1956.0,1928.0,B -,1996,6.0,1996.0,19789,13129.0,6660.0,156.85833333333332,309981
41D007000,210000,1997/12/16 05:00:00+00,4,1959.0,2360.0,B -,1997,6.0,1997.0,20262,13246.0,7016.0,160.525,410381
41D008000,880000,2023/04/27 04:00:00+00,4,1958.0,1980.0,B++,2023,7.5,2023.0,25944,17618.0,8326.0,304.70416666666665,905974
41D008000,440000,2017/05/24 04:00:00+00,4,1958.0,1980.0,B++,2017,7.5,2017.0,24360,16655.0,7705.0,245.121,563097
41D009000,232500,1996/05/10 04:00:00+00,3,1959.0,2138.0,B +,1996,7.0,1996.0,19789,13129.0,6660.0,156.85833333333332,464972
41D009000,94000,1983/08/15 04:00:00+00,3,1959.0,2138.0,B +,1983,7.0,1983.0,16379,10967.0,5412.0,99.58333333333333,296109
41D010000,35500,1969/03/07 05:00:00+00,4,1957.0,1854.0,B -,1969,6.0,1969.0,9735,5769.0,3966.0,36.68333333333333,303578
41D010000,399000,2017/07/28 04:00:00+00,4,1957.0,1854.0,B -,2017,6.0,2017.0,24360,16655.0,7705.0,245.121,510627
41D011000,88000,1983/08/25 04:00:00+00,3,1958.0,1499.0,B -,1983,6.0,1983.0,16379,10967.0,5412.0,99.58333333333333,277209
41D012000,346000,2017/01/31 05:00:00+00,3,1956.0,1840.0,C++,2017,5.5,2017.0,24360,16655.0,7705.0,245.121,442799
41D012000,135500,1992/04/22 04:00:00+00,3,1956.0,1840.0,C++,1992,5.5,1992.0,19867,12614.0,7253.0,140.30833333333334,302947
41D013000,164900,1997/03/11 04:00:00+00,4,1957.0,2087.0,B -,1997,6.0,1997.0,20262,13246.0,7016.0,160.525,322247
41D014000,120000,1990/07/03 04:00:00+00,3,1959.0,1829.0,B,1990,6.5,1990.0,17662,11304.0,6358.0,130.65833333333333,288108
41D014000,449900,2008/10/15 04:00:00+00,3,1959.0,1829.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,655655
41D014000,890000,2024/03/12 04:00:00+00,3,1959.0,1829.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,890000
41D014000,147500,1995/09/15 04:00:00+00,3,1959.0,1829.0,B,1995,6.5,1995.0,20025,13108.0,6917.0,152.38333333333333,303644
41D014000,462500,2015/07/13 04:00:00+00,3,1959.0,1829.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,612169
41D015000,214500,1998/01/20 05:00:00+00,4,1958.0,1736.0,B -,1998,6.0,1998.0,20448,13370.0,7078.0,163.00833333333333,412789
41D015000,90000,1982/08/13 04:00:00+00,4,1958.0,1736.0,B -,1982,6.0,1982.0,16446,11104.0,5342.0,96.53333333333335,292466
41D015000,420000,2010/06/30 04:00:00+00,4,1958.0,1736.0,B -,2010,6.0,2010.0,24391,15595.0,8796.0,218.0761666666667,604160
41D015000,177000,1993/08/13 04:00:00+00,4,1958.0,1736.0,B -,1993,6.0,1993.0,19711,12446.0,7265.0,144.475,384319
41D016000,260000,2011/04/18 04:00:00+00,5,1960.0,3380.0,B -,2011,6.0,2011.0,24297,15762.0,8535.0,224.923,362619
41D017000,350000,2007/10/15 04:00:00+00,3,1958.0,1928.0,B -,2007,6.0,2007.0,22534,15079.0,7455.0,207.34416666666667,529526
41D018000,332000,2011/06/22 04:00:00+00,3,1957.0,1718.0,B -,2011,6.0,2011.0,24297,15762.0,8535.0,224.923,463037
41D020000,675000,2024/07/09 04:00:00+00,3,1967.0,2016.0,B -,2024,6.0,2024.0,26470,17901.0,8569.0,313.69783333333334,675000
41D020000,76500,1979/06/25 04:00:00+00,3,1967.0,2016.0,B -,1979,6.0,1979.0,16464,10838.0,5626.0,72.58333333333333,330625
41D021000,185000,2001/04/16 04:00:00+00,3,1959.0,1560.0,B -,2001,6.0,2001.0,21133,13766.0,7367.0,177.04166666666666,327799
41D021000,42450,1985/04/26 04:00:00+00,3,1959.0,1560.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,123759
41D021000,359000,2016/09/15 04:00:00+00,3,1959.0,1560.0,B -,2016,6.0,2016.0,23898,16331.0,7567.0,240.00541666666666,469229
41D022000,72500,1975/06/01 04:00:00+00,4,1956.0,1596.0,B,1975,6.5,1975.0,15179,9770.0,5409.0,53.824999999999996,422537
41D022000,575000,2019/02/13 05:00:00+00,4,1956.0,1596.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,705552
41D023000,340000,2014/02/18 05:00:00+00,4,1958.0,1559.0,B,2014,6.5,2014.0,23732,16483.0,7249.0,236.715,450572
41D023000,112000,1987/10/27 04:00:00+00,4,1958.0,1559.0,B,1987,6.5,1987.0,17034,11097.0,5937.0,113.61666666666667,309234
41D023000,415000,2006/11/16 05:00:00+00,4,1958.0,1559.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,645890
41D023000,465000,2017/01/31 05:00:00+00,4,1958.0,1559.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,595091
41D024000,305000,2002/05/30 04:00:00+00,3,1989.0,2392.0,B -,2002,6.0,2002.0,21536,13805.0,7731.0,179.86666666666667,531937
41D024000,36500,1988/03/21 04:00:00+00,3,1989.0,2392.0,B -,1988,6.0,1988.0,17168,11197.0,5971.0,118.27499999999999,96808
41D025000,170000,1998/04/29 04:00:00+00,4,1962.0,1598.0,B -,1998,6.0,1998.0,20448,13370.0,7078.0,163.00833333333333,327152
41D026000,219000,2001/08/02 04:00:00+00,3,1964.0,1606.0,B -,2001,6.0,2001.0,21133,13766.0,7367.0,177.04166666666666,388043
41D026000,71500,1978/05/31 04:00:00+00,3,1964.0,1606.0,B -,1978,6.0,1978.0,16179,10562.0,5617.0,65.24166666666666,343789
41D027000,65000,1978/05/17 04:00:00+00,4,1958.0,2200.0,B,1978,6.5,1978.0,16179,10562.0,5617.0,65.24166666666666,312535
41D028000,150000,1996/09/16 04:00:00+00,3,1957.0,2309.0,B -,1996,6.0,1996.0,19789,13129.0,6660.0,156.85833333333332,299981
41D028000,275000,2003/07/07 04:00:00+00,3,1957.0,2309.0,B -,2003,6.0,2003.0,21446,13829.0,7617.0,184.0,468841
41D029000,36878,2004/08/09 04:00:00+00,3,1959.0,1718.0,B -,2004,6.0,2004.0,21691,14129.0,7562.0,188.90833333333333,61238
41D029000,106500,1987/06/15 04:00:00+00,3,1959.0,1718.0,B -,1987,6.0,1987.0,17034,11097.0,5937.0,113.61666666666667,294048
41D029000,39800,1970/08/03 04:00:00+00,3,1959.0,1718.0,B -,1970,6.0,1970.0,10852,6576.0,4276.0,38.84166666666667,321437
41D029000,335000,2012/06/04 04:00:00+00,3,1959.0,1718.0,B -,2012,6.0,2012.0,23907,15822.0,8085.0,229.58608333333333,457731
41D030000,165000,1995/09/25 04:00:00+00,2,1962.0,1568.0,B -,1995,6.0,1995.0,20025,13108.0,6917.0,152.38333333333333,339670
41D030000,159500,1990/08/01 04:00:00+00,2,1962.0,1568.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,382943
41D030000,357000,2007/09/18 04:00:00+00,2,1962.0,1568.0,B -,2007,6.0,2007.0,22534,15079.0,7455.0,207.34416666666667,540117
41D031000,385000,2015/05/22 04:00:00+00,5,1957.0,1643.0,B -,2015,6.0,2015.0,23883,16736.0,7147.0,237.00175000000002,509589
